ENGLISH_NAME,KOREAN_NAME,IATA_CODE,ICAO_CODE
Daytona Beach International Airport,데이토너비치 국제공항,DAB,KDAB
Deadhorse Airport,데드호스 공항,SCC,PASC
Decatur Airport,데카투 공항,DEC,KDEC
Decatur County Industrial Air Park,데카튀 카운티 인더스트리얼 에어파크,BGE,KBGE
Decorah Municipal Airport,데코라 시공항,DEH,KDEH
Deer Park Airport,디어파크 공항,,KDEW
Deering Airport,디어링 공항,DRG,PADE
Defiance Memorial Airport,데피앙스 미모리얼 공항,DFI,KDFI
DeKalb Taylor Municipal Airport,드카브 테일러 시공항,,KDKB
Del Rio International Airport,델 리오 국제공항,DRT,KDRT
Deland Municipal Airport (Sidney H. Taylor Field),더랜드 시공항 ( 시드니 H. 테일러 필드),,KDED
Delano Municipal Airport,델라노 시공항,,KDLO
Delaware County Airport,델라웨어 카운티 공항,MIE,KMIE
Delaware Municipal Airport,델라웨어 시공항,,KDLZ
Delta County Airport,델타 카운티 공항,ESC,KESC
Delta Municipal Airport,델타 시공항,DTA,KDTA
Deming Municipal Airport,데밍 시공항,DMN,KDMN
Denison Municipal Airport,데니슨 시공항,,KDNS
Dennis F. Cantrell Field,데니스 F. 캔트럴 필드,,KCWS
Denton Municipal Airport,덴튼 시공항,,KDTO
Denver International Airport (replaced Stapleton Int'l),덴버 국제공항 (대체 스테플톤 국제공항),DEN,KDEN
Denver Longmont Bus Station,덴버롱먼트 버스 스테이션,QWM,KQWM
Derby Airport,더비 공항,LOL,KLOL
Des Moines International Airport,디모인 국제공항,DSM,KDSM
Desert Resorts Regional Airport,데저트 리조츠 지역공항,TRM,KTRM
Desert Rock Airport,데저트 록 공항,DRA,KDRA
Destin-Fort Walton Beach Airport,데스틴 포트 월튼 비치 공항,DSI,KDTS
Detroit Lakes Airport (Wething Field),디트로이트레이크스 공항 (웨씽 필드),DTL,KDTL
Detroit Metropolitan Wayne County Airport,디트로이트 메트로폴리탄 웨인 카운티 공항,DTW,KDTW
Devils Lake Municipal Airport,데블스레이크 시공항,DVL,KDVL
Dew Station ( Liz 2 ),듀 스테인션 공항  ( 리즈 2 ),PIZ,PPIZ
Dexter Municipal Airport,덱스터 시공항,,KDXE
Dickinson-Theodore Roosevelt Regional Airport,딕킨슨 테오도르 루즈벨트 지역공항,DIK,KDIK
Dillant-Hopkins Airport,딜란트 홉킨스 공항,EEN,KEEN
Dillingham Airfield,딜링햄 에어필드,HDH,PHDH
Dillingham Municipal Airport,딜링햄 시공항,DLG,PADL
Dillon Airport,딜론 공항,DLN,KDLN
Dillon County Airport,딜론 카운티 공항,DLL,KDLC
Dimmit County Airport,디밋 카운티 공항,,KCZT
Dodge City Regional Airport,닷지 시티 지역공항,DDC,KDDC
Door County Airport,두어 카운티 공항,SUE,KSUE
Dothan Regional Airport,도탄 지역공항,DHN,KDHN
Double Eagle II Airport,더글라스 이글 투 공항,,KAEG
Douglas Municipal Airport,더글러스 시공항,,KDQH
Douglas Municipal Airport,더글러스 시공항,DGL,KDGL
Douglas-Bisbee International Airport,더글라스 브리즈비 국제공항,DUG,KDUG
Dover Air Force Base,도버 공군기지,DOV,KDOV
Doylestown Airport,도일스타운 공항,DYL,KDYL
Drake Field / Fayetteville Municipal Airport (Fayetteville Executive Airport ),드레이크 필드 (페이트빌 시공항),FYV,KFYV
Drummond Airport,드루몬드 공항,,KDRU
DuBois Regional Airport ( formerly DuBois-Jefferson County ),드보아 지역공항 ( 구> 드보와 제퍼슨 카운티 공항),DUJ,KDUJ
Dubuque Regional Airport,더뷰크 지역공항,DBQ,KDBQ
Duluth International Airport,덜루스 국제공항,DLH,KDLH
DuPage Airport,듀파지 공항,DPA,KDPA
Duplin County Airport,더플린 카운티 공항,,KDPL
Durango-La Plata County Airport,두랑고 라플라타 카운티 공항,DRO,KDRO
Dutchess County Airport,더체스 카운티 공항,POU,KPOU
Dwight Airport,드와이트 공항,,KDTG
Dyersburg Regional Airport,다이어스버그 공항,,KDYR
Dyess Air Force Base,다이스 공군기지,DYS,KDYS
Eagle Airport,이글 공항,EAA,PAEG
Eagle County Regional Airport,이글카운티  지역공항,EGE,KEGE
Eagle Creek Airpark,이글 크릭 에어파크,,KEYE
Eagle Grove Municipal Airport,이글 그루브 시공항,,KEAG
Eagle Lake Airport,이글레이크 공항,,KELA
Eagle River Union Airport,이글리버 유니온 공항,EGV,KEGV
Eaker Field,이커 필드,DUA,KDUA
Eareckson Air Station,애렉슨 에어스테이션,SYA,PASY
Earl Fields Memorial Airport,얼 필즈 미모리얼 공항,POF,KPOF
East Texas Regional Airport,이스트 텍사스 지역공항,GGG,KGGG
Eastern Oregon Regional Airport,이스턴 오리건 지역공항,PDT,KPDT
Eastern Sierra Regional Airport,이스턴 시에러 지역공항,BIH,KBIH
Eastern West Virginia Regional Airport (Shepherd Field),이스턴 웨스트버지니아 지역공항 (쉐퍼드 필드),MRB,KMRB
Easterwood Field Airport,이스터웃 필드 공항,CLL,KCLL
Eastland Municipal Airport,이스트랜드 시공항,,KETN
Easton / Newnam Field,이스턴 뉴넘 필드,ESN,KESN
Easton State Airport,이스턴 스테이트 공항,ESW,KESW
Eastport Municipal Airport,이스포트 시공항,,KEPM
Edinburg International Airport,에딘버그 국제공항,,KEBG
Edward F. Knapp State Airport ( Knapp State ),에드워드 F. 냅 스테이트 공항  ( 냅 스테이트 ),MPV,KMPV
Edward G. Pitka Sr. Airport,에드워드 G. 핏카 서 공항,GAL,PAGA
Edwards Air Force Base,에드워즈 공항,EDW,KEDW
Edwards Airport,에드워즈 공항,GUF,KJKA
Edwards County Airport,웨드워드 카운티 공항,,KECU
Egegik Airport,에제깃 공항,EGX,PAII
Eglin Air Force Auxiliary Base Nr 3,이글리린 공군 3번 보조기지,EGI,KEGI
Eielson Air Force Base,아일슨 공군기지,EIL,PAEI
El Centro NAF,일 센트로 NAF,NJK,KNJK
El Monte Airport,엘몬테 공항,EMT,KEMT
El Paso International Airport,엘패소 국제공항,ELP,KELP
El Toro MCAS,엘 토로 MCAS,,
Elfin Cove Seaplane Base,엘핀코브 수상비행장,ELV,PAEL
Elizabeth City-Pasquotank County Regional Airport / Elizabeth City CGAS,엘리자베스시티  파스쿼탠으 카운티 지역공항,ECG,KECG
Elizabeth Field Airport,엘리자베스 필드 공항,FID,
Elk City Municipal Airport,엘크시티 시공항,,KELK
Elkhart Municipal Airport,엘크하트 시공항,EKI,KEKM
Elkhart-Morton County Airport,엘크하트 모튼 카운티 공항,,KEHA
Elkin Municipal Airport,엘킨 시공항,,KZEF
Elkins-Randolph County Airport,엘킨스 랜돌프 카운티 공항,,KEKN
Elko Regional Airport,엘코 공항,EKO,KEKO
Ellen Church Field,엘런 쳐치 필드,,KCJJ
Ellington Airport,엘링튼 공항,EFD,KEFD
Ellis Field Airport,엘리스 필드 공항,MYU,PAMY
Ellsworth Air Force Base,엘스워스 공군기지,RCA,KRCA
Elmendorf Air Force Base,엘먼도프 공군기지,EDF,PAED
Elmira-Corning Regional Airport,엘마이라 커닝 지역공항,ELM,KELM
Elton Hensley Memorial Airport,엘튼 헨슬리 미모리얼 공항,,KFTT
Ely Airport (Yelland Field),일리 공항 (예란드 필드),ELY,KELY
Ely Municipal Airport,일리 시공항,LYU,KELO
Emmetsburg Municipal Airport,에메츠버그 시공항,,KEGQ
Emmonak Airport,엠모낙 공항,EMK,PAEM
Emporia Municipal Airport,엠포리아 시공항,EMP,KE  
Emporia-Greensville Regional Airport,엠포리아 그린스빌 지역공항,,KEMV
Enterprise Municipal Airport,엔터프라이즈 시공항,ETS,KEDN
Ephrata Municipal Airport,에프라타 시공항,EPH,KEPH
Eppley Airfield Airport,에플리 필드,OMA,KOMA
Erie International Airport (Tom Ridge Field),이리 국제공항 (탐 리지 필드),ERI,KERI
Ernest A. Love Field,어니스트 A. 러브 필드,PRC,KPRC
Errol Airport,에롤 공항,,KERR
Esler Regional Airport,에슬러 지역공항,ESF,KESF
Essex County Airport,에섹스 카운티 공항,CDW,KCDW
Estherville Municipal Airport,이스더빌 시공항,,KEST
Eugene Airport / Mahlon Sweet Field,유진 공항 (마호른 스위트 필드),EUG,KEUG
Evanston-Uinta County Airport,에반스턴 유인타 카운티 공항,,KEVW
Evansville Regional Airport,에번즈빌 지역공항,EVV,KEVV
Eveleth-Virginia Municipal Airport,에벨레스 버지니아 시공항,,KEVM
Fairbanks International Airport,페어뱅크스 국제공항,FAI,PAFA
Fairbury Municipal Airport,페어베리 시공항,,KFBY
Fairchild Air Force Base,페어차일드 공군기지,SKA,KSKA
Fairfield County Airport,페어필드 카운티 공항,,KFDW
Fairfield Municipal Airport,페어필드 시공항,,KFWC
Fairfield Municipal Airport,페어필드 시공항,FFL,KFFL
Fairmont Municipal Airport,페어몽트 시공항,FRM,KFRM
Fairmont State Airfield,페어몽트 스테이트 에어필드,,KFMZ
Falcon Field,팔콘 필드,MSC,KFFZ
Falcon Field,팔콘 필드,,KFFC
Fallon Municipal Airport,폴론 시공항,FLX,KFLX
Fallon NAS,폴론 NAS,NFL,KNFL
Falls International Airport,폴스 국제공항,INL,KINL
Farewell Airport,페어웰 공항,FWL,PAFW
Farewell Lake Seaplane Base,페어웰 레이크 수상비행장,FKK,PAFK
Faribault Municipal Airport,파리볼트 시공항,,KFBL
Farmington Regional Airport,파밍턴 지역공항,FAM,KFAM
Farmville Regional Airport,팜빌 지역공항,,KFVX
Fayette County Airport,파예트 카운티 공항,,KFYE
Fayetteville Municipal Airport,페이트빌 /파예트빌 시공항,FYM,KFYM
Fayetteville Regional Airport (Grannis Field),페이트빌 지역공항 (그래니스 필드),FAY,KFAY
Felker Army Airfield,펠커 육군비행장,,KFAF
Felts Field Airport,펠츠 필드 공항,SFF,KSFF
Fergus Falls Municipal Airport (Einar Mickelson Field),퍼거스폴스 시공항 (아이너 미켈슨 필드),FFM,KFFM
Festus Memorial Airport,페스터즈 미모리얼 공항,,KFES
Fillmore County Airport,필모어 카운티 공항,,KFKA
Fillmore Municipal Airport,필모어 시공항,FIL,KFOM
Findlay Airport,핀드레이 공항,FDY,KFDY
First Flight Airport,퍼스트 플라이트 공항,FFA,KFFA
Fisheries Airport,피셔리즈 공항,KCG,
Fitch H. Beach Airport,피치 H. 비치 공항,,KFPK
Fitchburg Municipal Airport,피치버그 시공항,,KFIT
Fitzgerald Municipal Airport,핏제랄드 시공항,,KFZG
Fla-Bob Airport,플라 봅 공항,RIR,KRIR
Flagstaff Pulliam Airport,플랙스탭 플리암 공항,FLG,KFLG
Fleming-Mason Airport,플레밍 매이슨 공항,,KFGX
Fletcher Municipal Airport (Fletcher Field),플레쳐 시공항 (플레쳐 필드),CKM,KCKM
Flora Municipal Airport,플로라 시공항,,KFOA
Florence Regional Airport,플로렌스  지역공항,FLO,KFLO
Flying Cloud Airport,플라잉 크라우드 공항,FCM,KFCM
Fond du Lac County Airport,폰두락 카운티 공항,FLD,KFLD
Forbes Field,포브스 필드,FOE,KFOE
Ford Airport,포드 공항,IMT,KIMT
Forest City Municipal Airport,포레스트시티 시공항,FXY,KFXY
Forrest City Municipal Airport,포레스트시티 시공항,,KFCY
Fort Bridger Airport,포트브리저 공항,,KFBR
Fort Collins-Loveland Municipal Airport,포트콜린스  러브랜드 시공항,FNL,KFNL
Fort Dodge Regional Airport,포트닷지 지역공항,FOD,KFOD
Fort Lauderdale Executive Airport,포트로더데일 이그젝큐티브 공항,FXE,KFXE
Fort Madison Municipal Airport,포트 매디슨 지역공항,FMS,KFSW
Madison Municipal Airport,매디슨 시공항,XMD,KMDS
Fort Scott Municipal Airport,포트스코트 시공항,FSK,KFSK
Fort Smith Regional Airport,포트스미스 지역공항,FSM,KFSM
Fort Stockton-Pecos County Airport,포트 스톡튼 페코스 공항,FST,KFST
Fort Sumner Municipal Airport,포트섬너 시공항,FSU,KFSU
Fort Walton Beach Airport,포트 월튼 비치 공항,VPS,KVPS
Fort Wayne International Airport,포트웨인 국제공항,FWA,KFWA
Fort Worth Alliance Airport,포트워스 앨리언스 공항,AFW,KAFW
Fort Worth Meacham International Airport,포트워스 미컴 국제공항,FTW,KFTW
Fort Worth Spinks Airport,포트워스 스핑크스 공항,,KFWS
Fort Yukon Airport,포트유콘 공항,FYU,PFYU
Fosston Municipal Airport,파스튼 시공항,,KFSE
Fostoria Metropolitan Airport,포스로티라 메트로폴리탄 공항,,KFZI
Four Corners Regional Airport,포 코너 지역공항,FMN,KFMN
Francis S. Gabreski Airport,프랜시스 S. 가브레스키 공항,FOK,KFOK
Frankfort Dow Memorial Field,프랭크퍼트 다우 미모리얼 필드,,KFKS
Frankfort Municipal Airport,프랭크퍼트 시공항,,KFKR
Franklin County State Airport,프랭클린 카운티 스테이트 공항,,KFSO
Franklin Municipal-John Beverly Rose Airport,프랭클린 존 비버리 로즈 공항,FKN,KFKN
Frederick Municipal Airport,프레데릭 시공항,FDR,KFDR
Frederick Municipal Airport,프레데릭 시공항,FDK,KFDK
Fremont Municipal Airport,프리몬트 시공항,FET,KFET
French Lick Municipal Airport,프렌치 릭 시공항,FRH,KFRH
Fresno Chandler Executive Airport,프레즈노 챈들러 이그젝큐티브 공항,FCH,KFCH
Fresno Yosemite International Airport,프레즈노 요세미티 국제공항,FAT,KFAT
Friday Harbor Airport,프라이데이하버 시공항,FRD,KFHR
Friedman Memorial Airport,프라이드먼 미모리얼 공항,SUN,KSUN
Front Range Airport,프론트 레인지 공항,,KFTG
Front Royal-Warren County Airport,프론트로얄 워렌 카운티 공항,FRR,KFRR
Fullerton Municipal Airport,풀러턴 시공항,FUL,KFUL
Fulton County Airport (Brown Field),풀톤 카운티 공항 (브라운 필드),FTY,KFTY
Fulton International Airport,풀톤 국제공항,AKC,KAKR
Funter Bay Seaplane Base,펀터베이 수상비행장,FNR,PANR
Gabbs Airport,갑스 공항,GAB,KGAB
Gadsden Municipal Airport,개즈던 시공항,GAD,KGAD
Gainesville Regional Airport,게인즈빌 공항,GNV,KGNV
Galbraith Lake Airport,갈브레이스레이크 공항,,PAGB
Gallatin Field Airport,갤러틴 필드 공항,BZN,KBZN
Gallup Municipal Airport,갤럽 시공항,GUP,KGUP
Gambell Airport,겜벨 공항,GAM,PAGM
Garden City Regional Airport,가든시티 지역공항,GCK,KGCK
Garden County Airport,가든 카운티 공항,,KOKS
Garfield County Airport,가필드 카운티 지역공항,RIL,KRIL
Gary/Chicago International Airport,게리 시카고 국제공항,GYY,KGYY
Gastonia Municipal Airport,개스토니아 시공항,,KAKH
General Mitchell International Airport,제너랄 미첼 국제공항,MKE,KMKE
General William J. Fox Airfield,제너럴 윌리암 J 폭스 에어필드,WJF,KWJF
George Bush Intercontinental Airport,조지 부쉬 인터콘티넨탈 공항,IAH,KIAH
George Downer Airport,조지 다우너 공항,AIV,KAIV
George R. Carr Memorial Airfield,조지 R. 카아 미모리얼 에어필드,,KBXA
George T. Lewis Airport,조지 T. 루이즈 공항,CDK,KCDK
Gerald R. Ford International Airport,제랄드 R. 포드 국제공항,GRR,KGRR
Gillespie Airport,질스파이 공항,SEE,KSEE
Gillette-Campbell County Airport,질레트 캠벨 카운티 공항,GCC,KGCC
Glacier Park International Airport,글래셔 파크 국제공항,FCA,KGPI
Glendale Municipal Airport,글렌데일 시공항,,KGEU
Glenwood Springs Municipal Airport,글렌우드 스프링스 시공항,,KGWS
Gnoss Field,그노스 필드,,KDVO
Godman Army Airfield,골드먼 육군비행장,FTK,KFTK
Gogebic County Airport,고즈빅 카운티 공항,IWD,KIWD
Golden Triangle Regional Airport,골든 트라이앵글 지역공항,GTR,KGTR
Golovin Airport,골로빈 공항,GLV,PAGL
Gooding Municipal Airport,구딩 시공항,,KGNG
Goodyear Municipal Airport,굿이어 시 공항,GYR,KGYR
Gordon Municipal Airport,고든 시공항,,KGRN
Grafton Municipal Airport,그래프턴 시공항,,KGAF
Granby-Grand County Airport,그랜비 그랜드 카운티 공항,,KGNB
Grand Canyon National Park Airport,그랜캐년 내셔널 파크 공항,GCN,KGCN
Grand Forks Air Force Base,그랜드포크스 공군기지,RDR,KRDR
Grand Forks International Airport,그랜드포크스 국제공항,GFK,KGFK
Grand Marais / Cook County Airport,그랜드마라이스 쿡 카운티 공항,GRM,KCKC
Grand Strand Airport,그랜드 스트랜드 공항,CRE,KCRE
Grant County Airport,그랜트 카운티 공항,SVC,KSVC
Grant County International Airport,그랜트 카운티 국제공항,MWH,KMWH
Grant Municipal Airport,그랜트 시공항,,KGGF
Grants-Milan Municipal Airport,그랜츠 밀란 시공항,,KGNT
Gratiot Community Airport,그라티욧 커뮤니티 공항,AMN,KAMN
Killeen？Fort Hood Regional Airport (Robert Gray Army Airfield),카일린포트 후드 리지널 공항 (로버트 그레이 육군 에어필드),GRK,KGRK
Gray Army Airfield,그레이 육군비행장,GRF,KGRF
North Texas Regional Airport / Perrin Field (formerly Grayson County Airport),노스 택사스 리지널 공항 / 페린필드 (구> 그래이선 카운티 공항),PNX,KGYI
Great Bend Municipal Airport,그레이트벤드 시공항,GBD,KGBD
Great Falls Air Force Base,그레이트폴스 공군기지,GFA,KGFA
Great Falls International Airport,그레이트폴스 국제공항,GTF,KGTF
Greater Binghamton Airport,그레이터 빙햄튼 공항,BGM,KBGM
Greater Cumberland Regional Airport,그레이터 컴벌랜드 지역공항,CBE,KCBE
Greater Peoria Airport,그레이터 피오리아  공항,PIA,KPIA
Greater Rochester International Airport,그레이터 로체스터 국제공항,ROC,KROC
Greater Southwest International Airport (closed 1970s),그레이터 사우스웨스트 국제공항,,
Greeley-Weld County Airport,그릴리 웰드 카운티 공항,GXY,KGXY
Greenbrier Valley Airport,그란비어 밸리 공항,LWB,KLWB
Greenlee County Airport,그린리 카운티 공항,CFT,KCFT
Greenville-Spartanburg Airport,그린빌 스파르탄버그 공항,GSP,KGSP
Greenwood-Leflore Airport,그린우드 레플러 공항,GWO,KGWO
Grenada Municipal Airport,그레나다 시공항,,KGNF
Grider Field Airport,그린더 필드,PBF,KPBF
Griffing Airport,그리플링 공항,SKY,KSKY
Gulfport-Biloxi International Airport,걸포트 빌록시 국제공항,GPT,KGPT
Gulkana Airport,굴카나 공항,GKN,PAGK
Gunnison County Airport,거니선 카운티 공항,GUC,KGUC
Gustavus Airport,구스타브 공항,GST,PAGS
Gwinner-Melroe Airport,그위너 멜로 공항,,KGWR
H.A. Clark Memorial Field,H.A 클라크 미모리얼 공항,,KCMR
Habersham County Airport,하버셤 공항,,KAJR
Hagerstown Regional Airport,행거스타운 지역공항,HGR,KHGR
Haines Municipal Airport,하인스 시공항,HNS,PAHN
Half Moon Bay Airport,해프문베이 공항,HAF,KHAF
Halifax County Airport,핼리팍스 카운티 공항,RZZ,KRZZ
Halliburton Field,할리버튼 필드,DUC,KDUC
Hall-Miller Municipal Airport,할 밀러 시 공항,,KATA
Hamilton Air Force Base (the former Hamilton Field),해밀톤 공군기지 (구 해밀튼 필드),SRF,
Hana Airport,하나 공항,HNM,PHHN
Hancock County-Bar Harbor Airport,바하버 카운티 바하버 공항,BHB,KBHB
Hancock International Airport,핸콕 국제공항,SYR,KSYR
Hanford Municipal Airport,핸포드 시공항,,KHJO
Hanksville Airport,행크스빌 공항,,KHVE
Hanscom Field ( Laurence G. Hanscom ),로렌스 G. 핸스콤 필드 공항,BED,KBED
Harell Field Airport,하렐 필드 공항,CDH,KCDH
Harford Airport,하포드 공항,HAR,KHAR
Harriman and West Airport,해러먼 앤 웨스트 공항,,KAQW
Harrisburg International Airport,해리스버그 국제공항,MDT,KMDT
Harrison County Airport,해리슨 카운티 공항,ASL,KASL
Harrison/Marion Regional Airport,해리슨 매리온 지역공항,CKB,KCKB
Harry Stern Airport,해리 스턴 공항,WAH,KBWP
Hartsfield-Jackson Atlanta International Airport,하츠필드 잭슨 애틀랜타 국제공항,ATL,KATL
Hastings Municipal Airport,헤이스팅스로토루아 시공항,HSI,KHSI
Hatbox Field Airport,햇박스 필드 공항,HAX,KHAX
Hattiesburg-Laurel Regional Airport,해티스버그 로렐 지역공항,PIB,KPIB
Havre City County Airport,하브르 시티 카운티 공항,HVR,KHVR
Hawkins Airport,호킨스 공항,HKS,KHKS
Hawthorne Municipal Airport ((Jack Northrop Field),호톤 시공항 ((젝 노스롭 필드),HHR,KHHR
Hawthorne Municipal Airport (Hawthorne Industrial),호톤 시공항 (호톤 인더스트리얼),HTH,KHTH
Hays Regional Airport,헤이즈 지역공항,HYS,KHYS
Hayward Executive Airport,헤이워드 이그젝큐티브 공항,HWD,KHWD
Hayward Municipal Airport,헤이워드 시공항,HYR,KHYR
Hazlehurst Airport,하젤허스트 공항,,KAZE
Healy River Airport,힐리 리버 공항,,PAHV
Hearne Municipal Airport,히언 시공항,,KLHB
Heart of Georgia Regional Airport,하트 오브 조지아 지역공항,,KEZM
Heber Springs Municipal Airport,히버 스프링스 시공항,,KHBZ
Hebron Municipal Airport,헤브론 시공항,,KHJH
Hector International Airport,헥터 국제공항,FAR,KFAR
Hemet-Ryan Airport,헤멧 라이언 공항,HMT,KHMT
Henderson City-County Airport,핸더슨 시티 카운티 공항,,KEHR
Henderson Field,핸더슨 필드 공항,,KACZ
Henderson Municipal Airport,핸더슨 시공항,HSH,KHND
Henderson Sky Harbor Airport,핸더슨 스카이하버 공항,HSH,KHSH
Henry Post Army Airfield,헨리 포스트 육군비행장,FSI,KFSI
Herington Regional Airport,헤링턴 지역공항,,KHRU
Hermiston Municipal Airport,허미스턴 시공항,HES,KHRI
Hernando County Airport,허낸도 카운티 공항,,KBKV
Herndon Airport,헌던 공항,ORL,KORL
Hesler-Noble Airport,헤슬러 노블 공항,LUL,KLUL
Hettinger Municipal Airport,헤팅어 시공항,,KHEI
Hill Air Force Base,힐 공군기지,HIF,KHIF
Hill City Municipal Airport,힐시티 시공항,HLC,KHLC
Hillsboro Airport,힐스보로 공항,HIO,KHIO
Hilo International Airport,힐로 국제공항,ITO,PHTO
Hilton Head Airport,힐튼 헤드 공항,HHH,KHXD
Hobby Airport,하비 공항,HOU,KHOU
Holloman Air Force Base,할러만 공군기지,HMN,KHMN
Holyoke Municipal Airport,홀리요크 시공항,,KHEQ
Homer Airport,호머 공항,HOM,PAHO
Honolulu International Airport,호놀룰루 국제공항,HNL,PHNL
Hooker County Airport,후커 카운티 공항,,KMHN
Hoonah Airport,후나 공항,HNH,PAOH
Hooper Bay Airport,후퍼베이 공항,HPB,PAHP
Hot Springs County Municipal Airport,핫 스프링스 카운티 시 공항,,KHSR
Hot Springs Memorial Field Airport,핫스프링스 미모리얼필드 공항,HOT,KHOT
Hot Springs Municipal Airport,핫스프링스 시공항,,KHSR
Hot Springs SPB Airport,핫 스프링스 수상비행장,KBE,KKBE
Houghton County Airport,휴턴 카운티 미모리얼 공항,CMX,KCMX
Houston County Airport,휴스톤 카운티 공항,CHU,KCHU
Houston-Southwest Airport,휴스턴 사우스웨스트 공항,,KAXH
Howard County Airport ( Holy Cross ),호와드 카운티 공항  ( 홀리 크로스 ),HCA,PAHC
Hughes Municipal Airport,휴스 시공항,HUS,PAHU
Hugoton Municipal Airport,휴고튼 시공항,,KHQG
Hulman Field Airport,훌먼 필드 공항,HUF,KHUF
Hunt Field,헌트 필드,LND,KLND
Huntsville International Airport,헌츠빌 국제공항,HSV,KHSV
Huron County Memorial Airport,휴런 카운티 미모리얼 공항,,KBAX
Huron Regional Airport,휴런 지역공항,HON,KHON
Huslia Airport,후슬리아 공항,HSL,PAHL
Hutchinson County Airport,허치슨 카운티 공항,BGD,KBGD
Hutchinson Municipal Airport,헛친슨 시공항,HUT,KHUT
Hutchinson Municipal Airport (Burtler Field),헛친슨 시공항 (버틀러 필드),,KHCD
Hydaburg Seaplane Base,히다버그 수상비행장,HYG,PAHY
Idaho Falls Municipal Airport,아이다호폴스 시공항,IDA,KIDA
Igiugig Airport,이기긱 공항,IGG,PAIG
Igor I. Sikorsky Airport,이뇨 I. 시콜스키 미모리얼 공항,BDR,KBDR
Iliamna Airport,엘디라마 공항,ILI,PAIL
Illinois Valley Regional Airport,일리노이즈 밸리 지역공항,VYS,KVYS
Imperial Beach NOLF,임페리얼 비치 NOLF,,KNRS
Imperial County Airport,임피리얼 카운티 공항,IPL,KIPL
Imperial Municipal Airport,임피리얼 시공항,,KIML
Independence Municipal Airport,인디펜던스 시공항,IDP,KIDP
Indian Mountain LRRS,인디안 마운트 LRRS,UTO,PAIM
Indiana County-Jimmy Stewart Airport,인디애나 카운티 지미 스튜어트 공항,IDI,KIDI
Indianapolis International Airport,인디애나폴리스 국제공항,IND,KIND
Indianola Municipal Airport,인디아놀라 시공항,,KIDL
Industrial Airport,인더스트리얼 공항,OTM,KOTM
Ingalls Field Airport,잉걸스 필드 공항,HSP,KHSP
Ingersoll Airport,잉거숄 공항,,KCTK
Inyokern Airport,인요컨 공항,IYK,KIYK
J. Lynn Helms Sevier County Airport,J. 린 헴스 세비어 카운티 공항,,KDEQ
Jackson Hole Airport,잭슨 홀 공항,JAC,KJAC
Jackson-Evers International Airport,잭슨 에버스 국제공항,JAN,KJAN
Jacksonville International Airport,잭슨빌 국제공항,JAX,KJAX
Jaffrey Airport,제프리 공항,AFN,KAFN
James M. Cox International Airport,제임스 M. 콕스 국제공항,DAY,KDAY
Jamestown Regional Airport,제임스타운 지역공항,JMS,KJMS
Jeffco Airport,제프코 공항,BJC,KBJC
Jefferson City Memorial Airport,제퍼슨시티 미모리얼 공항,JEF,KJEF
Jefferson Municipal Airport,제퍼슨 시공항,,KEFW
Jerome County Airport,제롬 카운티 공항,,KJER
John F Kennedy International Airport,존 F. 케네디 국제공항,JFK,KJFK
John F. Kennedy Memorial Airport,존 F. 케네디 미모리얼 공항,ASX,KASX
John Wayne-Orange County Airport,존 웨인 오렌지 카운티 공항,SNA,KSNA
Johnson County Airport,존슨 카운티 공항,,KBYG
Johnson County Executive Airport,존슨 카운티 이그젝큐티브 공항,OJC,KOJC
Johnstown-Cambria County Airport,존스타운 캄브리아 카운티 공항,JST,KJST
Jonesboro Municipal Airport,존즈보로 시공항,JBR,KJBR
Jonesville Mine Airport,존스빌 마인 공항,,PAJV
Jordan Airport,요르단 공항,JDN,KJDN
Joslin Field - Magic Valley Regional Airport,조슬린 필드 매직 밸리 지역공항,TWF,KTWF
Juneau International Airport,주노 국제공항,JNU,PAJN
Kahului Airport,카후루이 공항,OGG,PHOG
Kake Airport,카케 공항,AFE,PAFE
Kalaeloa Airport (John Rodgers Field),캘로어 공항 (존 로저스 필드),JRF,PHJR
Kalamazoo-Battle Creek International Airport,캘러머주 배틀크릭 국제공항,AZO,KAZO
Kalaupapa Airport,카라파파 공항,LUP,PHLU
Kalskag Municipal Airport,칼스카그 시공항,KLG,PALG
Kaltag Airport,칼탁 공항,KAL,PAKV
Kanab Municipal Airport,카납 시공항,KNB,KKNB
Kansas City Downtown Airport,캔자스시티 다운타운 공항,MKC,KMKC
Kansas City International Airport,캔자스시티 국제공항,MCI,KMCI
Kapalua Airport (Kapalua West Mau'i Airport),카팔루아 (카팔루아 웨스트 마우이) 공항,JHM,PHJH
Karluk Airport,카룩 공항,KYK,PAKY
Kearney Municipal Airport,카네 시공항,EAR,KEAR
Keesler Air Force Base,키슬러 공군기지,BIX,KBIX
Kegelman Air Force Auxiliary Field,케겔먼 공군보조착륙장,CKA,KC  
Kelly Airport (Jim Kelly Field ),짐 켈리 필드 (켈리 공항),,KLXN
Kelso-Longview Airport,켈소 롱스뷰 공항,KLS,KKLS
Kemmerer Municipal Airport,케미러 시공항,EMM,KEMM
Kenai Municipal Airport,케니 시공항,ENA,PAEN
Kenosha Regional Airport,케노샤 지역공항,ENW,KENW
Keokuk Municipal Airport,커큭 시공항,EOK,KEOK
Kerrville Municipal Airport (Louis Schreiner Field),커빌 시공항 ( 루이스 슈라이너 필드),ERV,KERV
